Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
5.059,6.88591194,6.88440943,7.67022657,7.91810083,18.3142509,16#0C202000
5.06,6.89358282,6.89314985,7.66996431,7.68300867,18.2726898,16#0C202000
5.061,6.90125227,6.90267706,7.66961908,7.43588305,18.1266365,16#0C202000
5.062,6.9089222,6.90921259,7.66919374,7.34514952,18.1211853,16#0C202000
5.063,6.91659021,6.91673231,7.66868544,7.46069336,18.1264801,16#0C202000
5.064,6.92425823,6.92503929,7.66809797,7.68473291,18.0853691,16#0C202000
5.065,6.93192625,6.93082666,7.66743088,7.87643147,18.1858368,16#0C202000
5.066,6.93959379,6.93952751,7.66668415,7.94388247,18.1705322,16#0C202000
5.067,6.9472599,6.94708681,7.66585636,7.87247801,18.1678543,16#0C202000
5.068,6.95492554,6.95460653,7.66495037,7.72468376,18.1745338,16#0C202000
5.069,6.96259022,6.96314955,7.6639657,7.59012604,18.1183281,16#0C202000
5.07,6.97025299,6.96948814,7.66290188,7.52533674,18.1736183,16#0C202000
5.071,6.97791529,6.97791338,7.66175985,7.53157234,18.1511917,16#0C202000
5.072,6.98557663,6.98425198,7.66054106,7.56799364,18.2249794,16#0C202000
5.073,6.99323606,6.99440956,7.65924263,7.59769869,18.0978737,16#0C202000
5.074,7.0008955,7.00255919,7.65787029,7.63576078,17.9939346,16#0C202000
5.075,7.00855255,7.00972462,7.65641928,7.73130369,17.9668427,16#0C202000
5.076,7.01620722,7.01606321,7.65489101,7.87664938,18.0359039,16#0C202000
5.077,7.02386236,7.02330732,7.65328884,7.97413921,18.0976105,16#0C202000
5.078,7.03151464,7.03145695,7.65160942,7.9316802,18.0954895,16#0C202000
5.079,7.0391655,7.04031515,7.64985514,7.76727009,18.0115814,16#0C202000
5.08,7.04681349,7.04767704,7.64802456,7.59768772,17.981678,16#0C202000
5.081,7.05446148,7.05366135,7.64612198,7.52009249,18.072216,16#0C202000
5.082,7.06210661,7.06259871,7.6441431,7.5255928,18.0326691,16#0C202000
5.083,7.06974983,7.07015753,7.64209127,7.55512953,18.0135345,16#0C202000
5.084,7.07738972,7.07759857,7.63996315,7.58683062,18.0128822,16#0C202000
5.085,7.0850296,7.08468533,7.63776493,7.62039804,18.0457344,16#0C202000
5.086,7.09266615,7.09220505,7.6354928,7.63618708,18.0680542,16#0C202000
5.087,7.10030079,7.09992123,7.63314772,7.61394882,18.0716324,16#0C202000
5.088,7.10793304,7.10803175,7.63073111,7.56500769,18.0387268,16#0C202000
5.089,7.11556196,7.11590576,7.62824011,7.52966547,18.001194,16#0C202000
5.09,7.1231885,7.1243701,7.62567854,7.54833317,17.9215355,16#0C202000
5.091,7.13081312,7.13074827,7.62304688,7.62993765,17.9566422,16#0C202000
5.092,7.13843489,7.13811016,7.62034321,7.73091745,17.988842,16#0C202000
5.093,7.14605331,7.14641762,7.61756849,7.78107786,17.9567451,16#0C202000
5.094,7.15367031,7.15283489,7.61472511,7.74902487,18.0147972,16#0C202000
5.095,7.16128349,7.16177177,7.61181021,7.66017962,17.954792,16#0C202000
5.096,7.16889429,7.16893721,7.60882616,7.56616783,17.9476166,16#0C202000
5.097,7.17650032,7.17586613,7.60577154,7.51148558,17.9844055,16#0C202000
5.098,7.1841054,7.18409443,7.60265017,7.50169611,17.9583435,16#0C202000
5.099,7.19170618,7.19039392,7.59945869,7.50942421,18.0270844,16#0C202000
5.1,7.19930363,7.19944906,7.59619856,7.51090384,17.9640312,16#0C202000
5.101,7.20689869,7.20555115,7.59287071,7.50347567,18.024704,16#0C202000
5.102,7.21449041,7.21507883,7.58947659,7.50079346,17.9255066,16#0C202000
5.103,7.22207737,7.22074795,7.58601236,7.51762629,17.9944344,16#0C202000
5.104,7.22966099,7.22885847,7.58248186,7.54838991,17.9929352,16#0C202000
5.105,7.23724318,7.2370472,7.57888746,7.56855106,17.9479179,16#0C202000
5.106,7.24481869,7.24468517,7.57522249,7.57497787,17.9150162,16#0C202000
5.107,7.25239229,7.25342512,7.57149363,7.59829664,17.8152122,16#0C202000
5.108,7.25996256,7.26102352,7.56769991,7.6672821,17.7538452,16#0C202000
5.109,7.26752758,7.26692915,7.56383896,7.77124023,17.8248177,16#0C202000
5.11,7.27508926,7.27397633,7.55991268,7.83973026,17.8922234,16#0C202000
5.111,7.28264856,7.2816143,7.55592394,7.78901243,17.9188843,16#0C202000
5.112,7.29020119,7.28842545,7.55186796,7.60934448,17.9780388,16#0C202000
5.113,7.29775143,7.29688978,7.54774904,7.37671614,17.9454613,16#0C202000
5.114,7.30529737,7.30448818,7.54356718,7.19562817,17.9200096,16#0C202000
5.115,7.31283855,7.31259871,7.53932047,7.14536428,17.8639412,16#0C202000
5.116,7.3203764,7.31984282,7.53501177,7.24216747,17.8480797,16#0C202000
5.117,7.32790899,7.3281498,7.53063917,7.43494749,17.7830696,16#0C202000
5.118,7.33543777,7.33511829,7.52620363,7.64334345,17.7794418,16#0C202000
5.119,7.34296179,7.34204721,7.52170658,7.79306698,17.8114281,16#0C202000
5.12,7.35048008,7.34988213,7.51714611,7.83198786,17.8025131,16#0C202000
5.121,7.35799551,7.35562992,7.51252604,7.746984,17.9096375,16#0C202000
5.122,7.36550474,7.36574793,7.50784302,7.57417154,17.790226,16#0C202000
5.123,7.37301159,7.37326765,7.5031004,7.4030633,17.7192001,16#0C202000
5.124,7.38051176,7.38059044,7.49829578,7.34006739,17.6865158,16#0C202000
5.125,7.38800764,7.38677168,7.49343061,7.41015387,17.7498665,16#0C202000
5.126,7.39549875,7.39578772,7.48850632,7.53079939,17.6774673,16#0C202000
5.127,7.40298462,7.40279531,7.48352242,7.6157465,17.6637764,16#0C202000
5.128,7.41046619,7.41066933,7.47847891,7.64808083,17.6240997,16#0C202000
5.129,7.41794109,7.41842508,7.47337389,7.64945507,17.5774574,16#0C202000
5.13,7.42541265,7.42566919,7.46821308,7.64012766,17.5604401,16#0C202000
5.131,7.43287754,7.43330717,7.46299171,7.62866068,17.5328407,16#0C202000
5.132,7.44033909,7.44181108,7.45771313,7.61732578,17.4416695,16#0C202000
5.133,7.44779396,7.44858265,7.45237637,7.61621189,17.4298325,16#0C202000
5.134,7.45524311,7.45562983,7.44698095,7.62755823,17.4423523,16#0C202000
5.135,7.46268749,7.46228361,7.4415288,7.61910295,17.49403,16#0C202000
5.136,7.47012615,7.4689765,7.4360199,7.54508305,17.5644417,16#0C202000
5.137,7.47755957,7.47712612,7.43045425,7.39478397,17.5486298,16#0C202000
5.138,7.48498774,7.48566961,7.42483187,7.22376871,17.4594727,16#0C202000
5.139,7.49240875,7.49051189,7.41915226,7.12062216,17.5749397,16#0C202000
5.14,7.49982548,7.49885845,7.41341782,7.11248302,17.5696335,16#0C202000
5.141,7.50723648,7.5082283,7.40762901,7.1597333,17.4305267,16#0C202000
5.142,7.51464033,7.51342535,7.40178251,7.24531507,17.4941368,16#0C202000
5.143,7.52203894,7.5214963,7.39588165,7.36223602,17.4772911,16#0C202000
5.144,7.52943277,7.52791357,7.38992643,7.45594597,17.5260963,16#0C202000
5.145,7.53681898,7.53598452,7.38391685,7.47251272,17.5007477,16#0C202000
5.146,7.54419947,7.54460621,7.37785244,7.42423201,17.3980904,16#0C202000
5.147,7.55157566,7.55086613,7.37173605,7.3774786,17.4091454,16#0C202000
5.148,7.55894423,7.55846453,7.36556482,7.37909031,17.3927422,16#0C202000
5.149,7.56630659,7.56724405,7.35934019,7.41883802,17.2826042,16#0C202000
5.15,7.57366276,7.57338572,7.35306311,7.47491646,17.2954063,16#0C202000
5.151,7.58101225,7.58236217,7.34673262,7.53767633,17.1865768,16#0C202000
5.152,7.58835602,7.589252,7.34035015,7.59577084,17.149044,16#0C202000
5.153,7.59569311,7.59342527,7.33391571,7.62337255,17.3297577,16#0C202000
5.154,7.60302401,7.6022048,7.32742882,7.56140518,17.3243904,16#0C202000
5.155,7.61034679,7.60921288,7.32088995,7.37533092,17.3350487,16#0C202000
5.156,7.61766481,7.61838579,7.31430101,7.14314604,17.2106285,16#0C202000
5.157,7.62497616,7.62440968,7.30766058,7.00412083,17.2204666,16#0C202000
5.158,7.63228083,7.63295269,7.3009696,7.02942562,17.1357536,16#0C202000
5.159,7.63957882,7.63874006,7.29422855,7.17847633,17.1815262,16#0C202000
5.16,7.64686823,7.64535427,7.28743601,7.34338856,17.2431145,16#0C202000
5.161,7.65415287,7.65149641,7.28059483,7.4093194,17.344841,16#0C202000
5.162,7.66143036,7.65976381,7.27370405,7.32044029,17.3277359,16#0C202000
5.163,7.66870117,7.66783476,7.26676416,7.13233519,17.2586632,16#0C202000
5.164,7.67596292,7.67444897,7.25977325,6.97650099,17.2569504,16#0C202000
5.165,7.68321991,7.68248034,7.25273609,6.94820786,17.1975174,16#0C202000
5.166,7.69046926,7.69062996,7.24564981,7.05224276,17.098011,16#0C202000
5.167,7.69771194,7.6974411,7.2385149,7.24290752,17.0644226,16#0C202000
5.168,7.70494556,7.70433092,7.23133135,7.45160484,17.0606079,16#0C202000
5.169,7.71217394,7.71279526,7.22410107,7.59943104,16.9682045,16#0C202000
5.17,7.71939468,7.7183466,7.2168231,7.64172888,17.0198441,16#0C202000
5.171,7.72660828,7.72507906,7.20949888,7.57438946,17.0713158,16#0C202000
5.172,7.73381281,7.73248053,7.20212555,7.40621138,17.0781898,16#0C202000
5.173,7.74101114,7.73992157,7.19470739,7.17911577,17.0579643,16#0C202000
5.174,7.74820232,7.74791336,7.18724346,6.98275375,16.9859543,16#0C202000
5.175,7.75538635,7.75488186,7.17973185,6.9036665,16.9527702,16#0C202000
5.176,7.76256227,7.76314974,7.17217588,6.9691081,16.853756,16#0C202000
5.177,7.76973057,7.76881886,7.16457319,7.13636923,16.8902435,16#0C202000
5.178,7.77689171,7.77681112,7.15692616,7.31622505,16.8460503,16#0C202000
5.179,7.78404427,7.78220463,7.14923382,7.41640186,16.9296684,16#0C202000
5.18,7.79118967,7.78996086,7.14149666,7.38634539,16.9261627,16#0C202000
5.181,7.79832697,7.79818916,7.13371468,7.24660254,16.8435936,16#0C202000
5.182,7.80545664,7.80547237,7.12588882,7.09098053,16.7808151,16#0C202000
5.183,7.81257963,7.811378,7.11802006,7.01696777,16.8172455,16#0C202000
5.184,7.81969357,7.82078743,7.11010551,7.04342651,16.6758881,16#0C202000
5.185,7.82679892,7.82728338,7.10214853,7.13716173,16.6297874,16#0C202000
5.186,7.83389807,7.83381891,7.09414959,7.26339054,16.632103,16#0C202000
5.187,7.84098721,7.8411026,7.0861063,7.36836958,16.6105232,16#0C202000
5.188,7.84807014,7.84866142,7.07802105,7.39651489,16.5572739,16#0C202000
5.189,7.85514307,7.85555124,7.06989193,7.34629774,16.5302544,16#0C202000
5.19,7.86220932,7.86283493,7.06172228,7.2608304,16.4908257,16#0C202000
5.191,7.86926746,7.86917353,7.05351019,7.17712212,16.5066414,16#0C202000
5.192,7.87631702,7.87649632,7.04525709,7.10463238,16.4868202,16#0C202000
5.193,7.883358,7.88334656,7.03696203,7.03957033,16.4776611,16#0C202000
5.194,7.89039087,7.88960648,7.02862597,6.98106575,16.5144806,16#0C202000
5.195,7.89741516,7.89700794,7.02024841,6.92709494,16.4995995,16#0C202000
5.196,7.90443087,7.90307093,7.01183033,6.87366724,16.544899,16#0C202000
5.197,7.91143751,7.91098452,7.00337219,6.82491302,16.4999466,16#0C202000
5.198,7.91843796,7.91799212,6.99487448,6.79884005,16.4654846,16#0C202000
5.199,7.92542744,7.92551184,6.98633575,6.82187319,16.4018555,16#0C202000
5.2,7.93241024,7.93157482,6.97775841,6.90126371,16.4182396,16#0C202000
5.201,7.93938398,7.93787432,6.96914148,6.99701643,16.4619904,16#0C202000
5.202,7.94634914,7.94653559,6.96048546,7.04866982,16.3638,16#0C202000
5.203,7.95330524,7.95311022,6.95179033,7.04562092,16.3257751,16#0C202000
5.204,7.96025276,7.95968533,6.94305611,7.03062439,16.3196297,16#0C202000
5.205,7.96719122,7.96732283,6.93428326,7.03013134,16.2597771,16#0C202000
5.206,7.97412062,7.97350407,6.92547226,7.03538752,16.2664642,16#0C202000
5.207,7.98104239,7.9807086,6.91662455,7.03126717,16.2410507,16#0C202000
5.208,7.98795366,7.98688984,6.90773773,7.0047946,16.2653351,16#0C202000
5.209,7.99485731,7.99496078,6.8988142,6.95324945,16.19104,16#0C202000
5.21,8.0017519,8.002244,6.88985348,6.90280294,16.1144638,16#0C202000
5.211,8.00863743,8.00830746,6.88085556,6.89420033,16.1165123,16#0C202000
5.212,8.01551342,8.01263809,6.87182093,6.91797543,16.2757072,16#0C202000
5.213,8.02237988,8.02098465,6.8627491,6.89520884,16.2544785,16#0C202000
5.214,8.02923965,8.02759838,6.85364246,6.77827215,16.249836,16#0C202000
5.215,8.03608799,8.03535461,6.84449816,6.62955952,16.1777039,16#0C202000
5.216,8.04292774,8.04244137,6.83531904,6.55710411,16.1123619,16#0C202000
5.217,8.04975891,8.04850388,6.82610416,6.61161709,16.1177063,16#0C202000
5.218,8.05658054,8.05476379,6.816854,6.74901342,16.1478539,16#0C202000
5.219,8.06339264,8.06165409,6.80756807,6.8696847,16.1493607,16#0C202000
5.22,8.07019424,8.06921291,6.79824734,6.90685272,16.090416,16#0C202000
5.221,8.07698917,8.07511806,6.78889227,6.8724165,16.107605,16#0C202000
5.222,8.08377171,8.08267689,6.77950239,6.81488228,16.0558281,16#0C202000
5.223,8.09054661,8.08850384,6.77007866,6.76647043,16.0807495,16#0C202000
5.224,8.09731197,8.09712601,6.76062059,6.74084902,15.9615278,16#0C202000
5.225,8.10406971,8.10248089,6.7511301,6.74990225,15.9795561,16#0C202000
5.226,8.11081505,8.11019707,6.74160433,6.79416227,15.9148531,16#0C202000
5.227,8.11755276,8.11507893,6.7320466,6.8430438,15.9924212,16#0C202000
5.228,8.12427807,8.12472439,6.72245407,6.85788536,15.8310766,16#0C202000
5.229,8.1309967,8.12858295,6.71282959,6.83669996,15.9224367,16#0C202000
5.23,8.1377058,8.13688946,6.70317316,6.79978704,15.8560705,16#0C202000
5.231,8.14440346,8.14433098,6.69348335,6.7602396,15.7603483,16#0C202000
5.232,8.15109062,8.15086651,6.68376112,6.74581766,15.7075129,16#0C202000
5.233,8.15777016,8.15669346,6.67400789,6.78015995,15.724185,16#0C202000
5.234,8.1644392,8.16433048,6.66422176,6.83371496,15.6580858,16#0C202000
5.235,8.17109871,8.16996098,6.65440464,6.8564415,15.6791887,16#0C202000
5.236,8.17774868,8.17716503,6.64455652,6.82851744,15.6429071,16#0C202000
5.237,8.18438721,8.18287373,6.63467646,6.75639153,15.6737967,16#0C202000
5.238,8.19101715,8.1905117,6.62476635,6.66004896,15.6129656,16#0C202000
5.239,8.19763756,8.19720459,6.61482477,6.57501936,15.5641108,16#0C202000
5.24,8.20424843,8.20275593,6.60485363,6.53646755,15.5966253,16#0C202000
5.241,8.2108469,8.20929146,6.59485102,6.53915596,15.607583,16#0C202000
5.242,8.21743774,8.21535492,6.58481884,6.537848,15.637887,16#0C202000
5.243,8.22401714,8.22224426,6.5747571,6.50057268,15.6235228,16#0C202000
5.244,8.23058701,8.23019695,6.56466532,6.44622755,15.5137701,16#0C202000
5.245,8.23714542,8.23767757,6.55454397,6.43962336,15.3821077,16#0C202000
5.246,8.24369621,8.24263763,6.54439354,6.53383398,15.4044065,16#0C202000
5.247,8.25023556,8.25047302,6.53421402,6.69808483,15.3190737,16#0C202000
5.248,8.25676441,8.25736237,6.52400541,6.8464756,15.2369013,16#0C202000
5.249,8.26328373,8.26259899,6.51376915,6.92468977,15.2649984,16#0C202000
5.25,8.2697916,8.26913357,6.50350332,6.91253471,15.2664499,16#0C202000
5.251,8.27628994,8.27484226,6.49320984,6.79732323,15.3077822,16#0C202000
5.252,8.28277779,8.28236198,6.48288822,6.60106087,15.2504053,16#0C202000
5.253,8.2892561,8.28968525,6.47253895,6.4022975,15.1515799,16#0C202000
5.254,8.29572392,8.29539394,6.46216202,6.29739237,15.1360846,16#0C202000
5.255,8.30218124,8.29976368,6.45175791,6.31100559,15.253993,16#0C202000
5.256,8.30862713,8.30759811,6.44132614,6.36225462,15.2147551,16#0C202000
5.257,8.31506252,8.31346512,6.43086672,6.36530972,15.2199354,16#0C202000
5.258,8.32148838,8.32059097,6.42038155,6.32273006,15.1652632,16#0C202000
5.259,8.32790375,8.32677174,6.40986919,6.28944063,15.1398535,16#0C202000
5.26,8.33430862,8.33330727,6.39933109,6.30137873,15.1060591,16#0C202000
5.261,8.34070206,8.34086609,6.38876581,6.36045742,14.9989653,16#0C202000
5.262,8.34708595,8.34645653,6.37817478,6.45404863,14.9813871,16#0C202000
5.263,8.3534584,8.35137844,6.367558,6.54862642,15.056016,16#0C202000
5.264,8.35982132,8.35736275,6.35691595,6.57292891,15.1103144,16#0C202000
5.265,8.36617279,8.36405563,6.34624815,6.47080755,15.1063948,16#0C202000
5.266,8.37251377,8.37114143,6.33555508,6.27873755,15.04424,16#0C202000
5.267,8.37884331,8.37740135,6.32483625,6.10924721,15.0041895,16#0C202000
5.268,8.38516331,8.38531494,6.31409359,6.06205034,14.8656435,16#0C202000
5.269,8.39147186,8.3888588,6.30332565,6.1568923,14.9618769,16#0C202000
5.27,8.39776897,8.39570904,6.2925334,6.31349993,14.9663134,16#0C202000
5.271,8.40405655,8.4019289,6.28171682,6.40930605,14.9623175,16#0C202000
5.272,8.41033268,8.40937042,6.27087641,6.39590836,14.8720732,16#0C202000
5.273,8.41659832,8.41618156,6.26001072,6.33487797,14.7756014,16#0C202000
5.274,8.42285347,8.42106342,6.2491231,6.31063223,14.8024721,16#0C202000
5.275,8.42909718,8.42811012,6.23821068,6.33781958,14.7522745,16#0C202000
5.276,8.43532944,8.43303204,6.22727489,6.36591005,14.8002367,16#0C202000
5.277,8.44155121,8.4391737,6.21631622,6.34269857,14.8203917,16#0C202000
5.278,8.44776249,8.4461813,6.20533466,6.25458431,14.7676306,16#0C202000
5.279,8.45396233,8.4509449,6.19432974,6.13467598,14.8231611,16#0C202000
5.28,8.46015167,8.4579134,6.1833024,6.03040123,14.7910795,16#0C202000
5.281,8.46632957,8.46507931,6.17225266,5.97334528,14.6975012,16#0C202000
5.282,8.47249508,8.46874046,6.1611805,5.98107386,14.801671,16#0C202000
5.283,8.478652,8.47610283,6.1500864,6.03156233,14.7680044,16#0C202000
5.284,8.48479652,8.48334694,6.1389699,6.07653046,14.6664476,16#0C202000
5.285,8.49092865,8.48803139,6.12783146,6.1109271,14.6964121,16#0C202000
5.286,8.49705124,8.49417305,6.11667204,6.14891148,14.7008257,16#0C202000
5.287,8.50316238,8.50023651,6.10549068,6.16651869,14.6959944,16#0C202000
5.288,8.50926208,8.50610256,6.0942874,6.13793945,14.6985941,16#0C202000
5.289,8.51535034,8.5138979,6.08306408,6.08208513,14.5766478,16#0C202000
5.29,8.52142811,8.51956749,6.07181978,6.05410337,14.5266542,16#0C202000
5.291,8.52749443,8.52653599,6.0605545,6.1005106,14.4285536,16#0C202000
5.292,8.53354931,8.53208637,6.04926872,6.21464109,14.3970709,16#0C202000
5.293,8.53959274,8.537323,6.03796196,6.33566236,14.421731,16#0C202000
5.294,8.54562569,8.54476357,6.02663565,6.39086246,14.330308,16#0C202000
5.295,8.55164623,8.55015755,6.01528931,6.35575914,14.3103132,16#0C202000
5.296,8.55765533,8.55519676,6.00392246,6.26078892,14.3518763,16#0C202000
5.297,8.56365395,8.56169319,5.99253607,6.13447952,14.3299761,16#0C202000
5.298,8.56964016,8.56838608,5.98113012,5.99751711,14.2597837,16#0C202000
5.299,8.57561588,8.57354355,5.9697051,5.89351892,14.2641821,16#0C202000
5.3,8.58158016,8.5794487,5.95826054,5.85468245,14.2589006,16#0C202000
5.301,8.58753395,8.58523655,5.94679737,5.86277485,14.2555933,16#0C202000
5.302,8.59347343,8.59204769,5.93531418,5.88342905,14.184659,16#0C202000
5.303,8.59940434,8.59889793,5.92381334,5.9157238,14.0735006,16#0C202000
5.304,8.60532093,8.60330677,5.91229248,5.98020697,14.1008387,16#0C202000
5.305,8.61122704,8.60992146,5.90075445,6.06239462,14.0566988,16#0C202000
5.306,8.6171236,8.61523628,5.88919783,6.10943556,14.0592146,16#0C202000
5.307,8.62300682,8.62248039,5.87762308,6.09381437,13.958375,16#0C202000
5.308,8.62887764,8.62779522,5.86603022,6.04362822,13.9280233,16#0C202000
5.309,8.63473892,8.63405514,5.85441971,6.0038085,13.8725481,16#0C202000
5.31,8.64058685,8.63976383,5.84279156,5.99098778,13.8388853,16#0C202000
5.311,8.64642429,8.64586639,5.83114576,5.99344254,13.7901697,16#0C202000
5.312,8.65225029,8.65129948,5.8194828,5.99367476,13.7767668,16#0C202000
5.313,8.65806293,8.65818882,5.8078022,5.98191404,13.6851206,16#0C202000
5.314,8.66386509,8.66299248,5.79610491,5.96211052,13.6881819,16#0C202000
5.315,8.6696558,8.67015743,5.7843914,5.94446278,13.5854616,16#0C202000
5.316,8.67543316,8.67413425,5.77265978,5.93070745,13.6353655,16#0C202000
5.317,8.68120098,8.68023682,5.7609129,5.90412283,13.6270342,16#0C202000
5.318,8.68695545,8.68551159,5.74914885,5.83830547,13.6412687,16#0C202000
5.319,8.69269848,8.6904335,5.73736858,5.72639847,13.690711,16#0C202000
5.32,8.69843006,8.69811058,5.72557259,5.596241,13.5762987,16#0C202000
5.321,8.7041502,8.70291328,5.7137599,5.50571012,13.5622053,16#0C202000
5.322,8.70985889,8.70779514,5.70193195,5.50055361,13.5966311,16#0C202000
5.323,8.71555424,8.71444893,5.69008827,5.55986547,13.5394087,16#0C202000
5.324,8.72123814,8.720788,5.67822886,5.63402987,13.4523268,16#0C202000
5.325,8.72691059,8.72574806,5.6663537,5.71025276,13.4392881,16#0C202000
5.326,8.73256969,8.7301178,5.65446424,5.77877951,13.5048094,16#0C202000
5.327,8.73821831,8.73834705,5.64255857,5.80168152,13.3569231,16#0C202000
5.328,8.74385643,8.7429924,5.63063908,5.77583647,13.3293524,16#0C202000
5.329,8.74947929,8.74767685,5.61870384,5.74428225,13.363452,16#0C202000
5.33,8.75509357,8.75397682,5.60675478,5.7170825,13.3237448,16#0C202000
5.331,8.7606945,8.75948811,5.59479094,5.67206478,13.2953138,16#0C202000
5.332,8.76628304,8.76527596,5.58281231,5.61623383,13.253808,16#0C202000
