Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
3.437,13.33916,13.3368502,11.6916265,11.69524,27.5477829,16#0C202000
3.438,13.3508348,13.349803,11.6586123,11.6887951,27.384243,16#0C202000
3.439,13.3624773,13.3616934,11.6254835,11.7623529,27.2410622,16#0C202000
3.44,13.3740864,13.3737011,11.5922394,11.8926506,27.0983353,16#0C202000
3.441,13.3856621,13.3837404,11.5588818,12.0244741,27.0836372,16#0C202000
3.442,13.3972034,13.3968897,11.5254097,12.0844803,26.9302292,16#0C202000
3.443,13.4087124,13.4081497,11.4918232,12.0363379,26.8240776,16#0C202000
3.444,13.420188,13.4185438,11.4581242,11.9099913,26.7985153,16#0C202000
3.445,13.4316292,13.4299212,11.4243116,11.7444525,26.7495117,16#0C202000
3.446,13.4430361,13.4418507,11.3903866,11.5576715,26.6490364,16#0C202000
3.447,13.4544096,13.4525595,11.356349,11.3813219,26.5991478,16#0C202000
3.448,13.4657488,13.4644098,11.3221989,11.2574806,26.4988518,16#0C202000
3.449,13.4770536,13.4759054,11.2879381,11.2065134,26.3922272,16#0C202000
3.45,13.4883251,13.4864569,11.2535648,11.222084,26.3422928,16#0C202000
3.451,13.4995613,13.4948034,11.2190809,11.2563667,26.4672127,16#0C202000
3.452,13.5107632,13.5076771,11.1844864,11.2216387,26.38591,16#0C202000
3.453,13.5219297,13.5208664,11.1497812,11.0911198,26.1693077,16#0C202000
3.454,13.5330629,13.5282679,11.1149664,10.9575634,26.2598915,16#0C202000
3.455,13.5441599,13.542284,11.0800409,10.9061451,26.0771637,16#0C202000
3.456,13.5552225,13.5521259,11.0450077,10.9301119,26.0198975,16#0C202000
3.457,13.5662498,13.5635433,11.0098648,10.9978399,25.9239235,16#0C202000
3.458,13.5772419,13.5751181,10.9746141,11.083725,25.793972,16#0C202000
3.459,13.5881987,13.5866928,10.9392538,11.1654215,25.6427689,16#0C202000
3.46,13.5991201,13.5968895,10.9037867,11.2353735,25.5684891,16#0C202000
3.461,13.6100063,13.6064177,10.8682117,11.2707834,25.5779457,16#0C202000
3.462,13.6208563,13.6195669,10.8325291,11.2283239,25.390831,16#0C202000
3.463,13.631671,13.6286221,10.7967396,11.1084223,25.3654289,16#0C202000
3.464,13.6424494,13.6387405,10.7608442,10.9581985,25.3551826,16#0C202000
3.465,13.6531916,13.6496849,10.7248421,10.8009272,25.2964439,16#0C202000
3.466,13.6638985,13.6624413,10.6887341,10.6513071,25.0889359,16#0C202000
3.467,13.6745691,13.6718502,10.6525202,10.5682335,25.0193214,16#0C202000
3.468,13.6852036,13.6829529,10.6162014,10.5969791,24.9097824,16#0C202000
3.469,13.6958008,13.6912994,10.5797787,10.6904411,24.9586754,16#0C202000
3.47,13.7063627,13.7028742,10.5432501,10.7413568,24.8779793,16#0C202000
3.471,13.7168875,13.7125988,10.5066185,10.6817398,24.8471718,16#0C202000
3.472,13.727376,13.7253151,10.469883,10.543005,24.6428795,16#0C202000
3.473,13.7378273,13.7383471,10.4330444,10.4431086,24.3200111,16#0C202000
3.474,13.7482414,13.7439766,10.3961029,10.4918671,24.4195023,16#0C202000
3.475,13.7586184,13.7566929,10.3590584,10.6526985,24.2769279,16#0C202000
3.476,13.768959,13.7653542,10.3219118,10.7650595,24.2690964,16#0C202000
3.477,13.7792625,13.7777166,10.2846632,10.7326984,24.086895,16#0C202000
3.478,13.7895279,13.7896852,10.2473125,10.6096869,23.8328476,16#0C202000
3.479,13.799757,13.7987404,10.2098618,10.5228634,23.7293396,16#0C202000
3.48,13.809948,13.8090162,10.1723099,10.5367222,23.623806,16#0C202000
3.481,13.8201008,13.8187008,10.1346579,10.5934238,23.5536919,16#0C202000
3.482,13.8302164,13.8286219,10.0969048,10.594142,23.4847107,16#0C202000
3.483,13.8402948,13.8378353,10.0590534,10.4890652,23.4609222,16#0C202000
3.484,13.8503342,13.8482676,10.021102,10.2891684,23.3786354,16#0C202000
3.485,13.8603363,13.8581495,9.9830513,10.0508776,23.2986221,16#0C202000
3.486,13.8703003,13.8699608,9.94490337,9.85931396,23.0893364,16#0C202000
3.487,13.8802261,13.8774414,9.90665627,9.78617668,23.0936584,16#0C202000
3.488,13.8901129,13.8870077,9.86831188,9.81988525,23.0736008,16#0C202000
3.489,13.8999624,13.8980312,9.82986927,9.86811352,22.9416389,16#0C202000
3.49,13.9097729,13.9072046,9.79133034,9.86846924,22.8687057,16#0C202000
3.491,13.9195442,13.9157486,9.75269508,9.8297596,22.8670197,16#0C202000
3.492,13.9292774,13.9266148,9.71396255,9.76542854,22.7480125,16#0C202000
3.493,13.9389725,13.9366541,9.67513466,9.68782806,22.6173668,16#0C202000
3.494,13.9486275,13.9443312,9.6362114,9.63072586,22.6340675,16#0C202000
3.495,13.9582443,13.9562597,9.59719372,9.60717583,22.446907,16#0C202000
3.496,13.9678221,13.9653549,9.55808067,9.6089716,22.3336563,16#0C202000
3.497,13.9773607,13.9750395,9.51887321,9.64369011,22.218586,16#0C202000
3.498,13.9868593,13.9843311,9.47957134,9.70576382,22.1256714,16#0C202000
3.499,13.9963188,13.9924412,9.44017696,9.74842739,22.1205063,16#0C202000
3.5,14.0057392,14.002244,9.40068817,9.71386147,22.0486412,16#0C202000
3.501,14.0151205,14.0131502,9.36110783,9.5912447,21.8648758,16#0C202000
3.502,14.0244617,14.0217714,9.32143402,9.44862175,21.7685356,16#0C202000
3.503,14.0337629,14.0313778,9.28166866,9.36952114,21.651516,16#0C202000
3.504,14.0430241,14.0401974,9.24181175,9.36781406,21.5725517,16#0C202000
3.505,14.0522461,14.0500002,9.20186424,9.39866066,21.4464684,16#0C202000
3.506,14.0614281,14.0601969,9.16182518,9.42507935,21.2656898,16#0C202000
3.507,14.07057,14.068819,9.12169552,9.44736671,21.1563034,16#0C202000
3.508,14.0796709,14.0780706,9.08147621,9.47113609,21.0409927,16#0C202000
3.509,14.0887327,14.0870085,9.04116726,9.47536659,20.9404793,16#0C202000
3.51,14.0977535,14.0969296,9.00076962,9.43735695,20.7799454,16#0C202000
3.511,14.1067333,14.1051188,8.96028233,9.3644762,20.698452,16#0C202000
3.512,14.1156731,14.1133862,8.9197073,9.27214527,20.6520653,16#0C202000
3.513,14.1245728,14.1216536,8.87904358,9.14998531,20.6223907,16#0C202000
3.514,14.1334314,14.1307087,8.83829212,8.98182964,20.5472679,16#0C202000
3.515,14.1422491,14.1391735,8.79745388,8.78784943,20.4840126,16#0C202000
3.516,14.1510258,14.1463785,8.75652885,8.61147976,20.5082436,16#0C202000
3.517,14.1597614,14.1568508,8.71551704,8.47753334,20.3613281,16#0C202000
3.518,14.168457,14.165906,8.6744194,8.40734577,20.2124214,16#0C202000
3.519,14.1771107,14.1754723,8.63323593,8.44386482,20.0252609,16#0C202000
3.52,14.1857233,14.1838188,8.59196758,8.60453606,19.8947716,16#0C202000
3.521,14.194294,14.1900396,8.55061436,8.82123661,19.9329605,16#0C202000
3.522,14.2028236,14.1999998,8.50917721,8.95931721,19.8128662,16#0C202000
3.523,14.2113123,14.2093706,8.46765518,8.93437481,19.6430092,16#0C202000
3.524,14.219759,14.2173233,8.42605019,8.79731083,19.5368271,16#0C202000
3.525,14.2281637,14.2255116,8.38436222,8.65388966,19.4466553,16#0C202000
3.526,14.2365274,14.2339764,8.34259033,8.5505476,19.344101,16#0C202000
3.527,14.2448492,14.2423229,8.30073738,8.4790535,19.2397995,16#0C202000
3.528,14.253129,14.2500401,8.25880241,8.42358303,19.1734123,16#0C202000
3.529,14.2613668,14.2580709,8.21678543,8.36786556,19.1041908,16#0C202000
3.53,14.2695618,14.2657881,8.17468739,8.29353905,19.0515594,16#0C202000
3.531,14.2777157,14.2757483,8.13250828,8.20238113,18.8566971,16#0C202000
3.532,14.2858267,14.2821264,8.09025002,8.12994957,18.8186302,16#0C202000
3.533,14.2938957,14.2898035,8.04791069,8.09883976,18.7770996,16#0C202000
3.534,14.3019228,14.2977171,8.00549316,8.07480907,18.7155952,16#0C202000
3.535,14.309907,14.3079138,7.96299553,8.02541828,18.4891624,16#0C202000
3.536,14.3178482,14.3131104,7.92042017,7.97932243,18.5010452,16#0C202000
3.537,14.3257475,14.3245277,7.87776613,7.97531843,18.227562,16#0C202000
3.538,14.3336039,14.3300791,7.83503437,8.01712132,18.1841354,16#0C202000
3.539,14.3414173,14.3390951,7.79222536,8.08417988,18.033226,16#0C202000
3.54,14.3491879,14.3468904,7.74933958,8.13784122,17.90168,16#0C202000
3.541,14.3569155,14.3535833,7.70637703,8.1428833,17.8506393,16#0C202000
3.542,14.3646002,14.3620081,7.66333866,8.08386517,17.7258759,16#0C202000
3.543,14.372242,14.3681107,7.62022448,7.95985556,17.7120743,16#0C202000
3.544,14.3798409,14.3770084,7.57703543,7.78948784,17.5708237,16#0C202000
3.545,14.3873959,14.3850393,7.53377151,7.6202035,17.4146423,16#0C202000
3.546,14.394908,14.391614,7.49043274,7.51428318,17.3436356,16#0C202000
3.547,14.4023762,14.3987408,7.44702053,7.49079418,17.2794991,16#0C202000
3.548,14.4098015,14.4066534,7.40353489,7.50266171,17.1643372,16#0C202000
3.549,14.4171829,14.4146852,7.35997581,7.5045743,17.0105095,16#0C202000
3.55,14.4245214,14.4227562,7.31634426,7.50558996,16.8298035,16#0C202000
3.551,14.4318161,14.4282675,7.27264071,7.53017473,16.8007584,16#0C202000
3.552,14.4390669,14.436614,7.22886515,7.55738211,16.6635246,16#0C202000
3.553,14.4462729,14.4429531,7.18501806,7.53794336,16.5974731,16#0C202000
3.554,14.4534359,14.4511423,7.14110041,7.45770264,16.4446983,16#0C202000
3.555,14.4605551,14.4583464,7.09711218,7.35183573,16.3068771,16#0C202000
3.556,14.4676304,14.4648428,7.05305386,7.26713657,16.2208939,16#0C202000
3.557,14.4746609,14.471221,7.00892591,7.21371698,16.1679993,16#0C202000
3.558,14.4816475,14.4777164,6.96472883,7.15422392,16.1227226,16#0C202000
3.559,14.4885902,14.4851971,6.92046309,7.05255938,16.0137062,16#0C202000
3.56,14.4954882,14.4930315,6.87612867,6.92728519,15.843564,16#0C202000
3.561,14.5023422,14.4993305,6.83172703,6.84259129,15.738637,16#0C202000
3.562,14.5091515,14.505827,6.78725767,6.83685637,15.6529799,16#0C202000
3.563,14.5159168,14.5134649,6.74272108,6.8826232,15.4992323,16#0C202000
3.564,14.5226374,14.5196457,6.69811821,6.93127203,15.4018011,16#0C202000
3.565,14.5293131,14.5272446,6.65344906,6.95863056,15.2378969,16#0C202000
3.566,14.535944,14.5324411,6.60871458,6.95680857,15.1938219,16#0C202000
3.567,14.5425301,14.5407085,6.5639143,6.91881084,15.008502,16#0C202000
3.568,14.5490713,14.5457487,6.51904964,6.84722137,14.9570055,16#0C202000
3.569,14.5555677,14.5524807,6.47412062,6.75371885,14.8632956,16#0C202000
3.57,14.5620193,14.5583858,6.42912769,6.64099312,14.7986078,16#0C202000
3.571,14.5684261,14.5645676,6.38407135,6.50876284,14.7286177,16#0C202000
3.572,14.5747871,14.5718117,6.33895206,6.37469769,14.5824652,16#0C202000
3.573,14.5811033,14.5792522,6.29376984,6.28329229,14.3786154,16#0C202000
3.574,14.5873747,14.582756,6.2485261,6.27549982,14.4008551,16#0C202000
3.575,14.5936003,14.5911818,6.20322037,6.32723713,14.2171717,16#0C202000
3.576,14.599781,14.5968904,6.15785313,6.37340975,14.0983744,16#0C202000
3.577,14.605916,14.6018896,6.11242533,6.38359022,14.0586901,16#0C202000
3.578,14.6120062,14.6094494,6.06693745,6.35290813,13.8895655,16#0C202000
3.579,14.6180496,14.6146069,6.02138948,6.28425503,13.8059492,16#0C202000
3.58,14.6240482,14.6209059,5.97578192,6.20112085,13.6901598,16#0C202000
3.581,14.6300011,14.6261415,5.9301157,6.12208223,13.62432,16#0C202000
3.582,14.6359081,14.6324806,5.88439083,6.04436827,13.5096197,16#0C202000
3.583,14.6417694,14.6392517,5.83860779,5.97134399,13.3366117,16#0C202000
3.584,14.6475859,14.6446457,5.79276705,5.92897224,13.2197962,16#0C202000
3.585,14.6533556,14.6498423,5.74686956,5.93153715,13.1433668,16#0C202000
3.586,14.6590786,14.6547251,5.70091486,5.94167948,13.1067705,16#0C202000
3.587,14.6647568,14.6613779,5.65490437,5.90104103,12.9719019,16#0C202000
3.588,14.6703892,14.666851,5.6088376,5.80084944,12.8586817,16#0C202000
3.589,14.6759748,14.6725988,5.56271601,5.6904912,12.7358046,16#0C202000
3.59,14.6815138,14.678071,5.5165391,5.61854506,12.6227179,16#0C202000
3.591,14.687007,14.6835041,5.47030783,5.59360647,12.5144224,16#0C202000
3.592,14.6924543,14.69063,5.42402267,5.60242987,12.2933531,16#0C202000
3.593,14.697855,14.6946459,5.37768364,5.63838005,12.2134008,16#0C202000
3.594,14.7032099,14.6999216,5.33129215,5.68329859,12.1236086,16#0C202000
3.595,14.708518,14.7047644,5.28484774,5.68519688,12.0542173,16#0C202000
3.596,14.7137794,14.7091732,5.23835087,5.59618425,12.0218611,16#0C202000
3.597,14.7189941,14.7159843,5.1918025,5.42151356,11.847682,16#0C202000
3.598,14.7241631,14.7211418,5.14520311,5.23073912,11.7026739,16#0C202000
3.599,14.7292843,14.7260237,5.0985527,5.11448097,11.5883017,16#0C202000
3.6,14.7343597,14.732008,5.05185223,5.10930586,11.4143133,16#0C202000
3.601,14.7393885,14.736536,5.00510168,5.18353462,11.3009596,16#0C202000
3.602,14.7443695,14.7418108,4.95830154,5.27864265,11.1677504,16#0C202000
3.603,14.7493048,14.7454329,4.91145277,5.33279848,11.1301775,16#0C202000
3.604,14.7541924,14.7505121,4.86455536,5.29427814,11.0451975,16#0C202000
3.605,14.7590332,14.7539768,4.81761026,5.14395332,11.0386763,16#0C202000
3.606,14.7638273,14.7601967,4.77061749,4.91219759,10.8896112,16#0C202000
3.607,14.7685747,14.76437,4.7235775,4.67684078,10.7955294,16#0C202000
3.608,14.7732744,14.7685432,4.67649078,4.52025938,10.7282076,16#0C202000
3.609,14.7779274,14.7737408,4.62935829,4.46866703,10.6046495,16#0C202000
3.61,14.7825327,14.7794094,4.58217955,4.49977016,10.4160109,16#0C202000
3.611,14.7870913,14.7841339,4.53495598,4.59612608,10.2509508,16#0C202000
3.612,14.7916031,14.7871656,4.48768759,4.73442507,10.2074366,16#0C202000
3.613,14.7960672,14.7916145,4.44037485,4.84250402,10.1331873,16#0C202000
3.614,14.8004837,14.7969685,4.39301872,4.84113264,9.97930813,16#0C202000
3.615,14.8048525,14.801693,4.34561872,4.73382807,9.82044506,16#0C202000
3.616,14.8091745,14.8051968,4.29817581,4.59816456,9.7363615,16#0C202000
3.617,14.8134489,14.8094883,4.25069094,4.48963642,9.63761616,16#0C202000
3.618,14.8176756,14.8140554,4.20316362,4.40689754,9.5095377,16#0C202000
3.619,14.8218555,14.8184252,4.15559483,4.33957529,9.3753767,16#0C202000
3.62,14.8259869,14.8223228,4.1079855,4.29367828,9.26580715,16#0C202000
3.621,14.8300714,14.8263779,4.06033516,4.2688427,9.15603352,16#0C202000
3.622,14.8341074,14.8301182,4.01264477,4.24607563,9.06379223,16#0C202000
3.623,14.8380966,14.8335037,3.96491504,4.20051193,9.00162601,16#0C202000
3.624,14.8420372,14.8375597,3.91714621,4.11567163,8.90843296,16#0C202000
3.625,14.8459301,14.8414574,3.86933851,3.99729824,8.80585575,16#0C202000
3.626,14.8497753,14.8450003,3.82149267,3.87561059,8.71859455,16#0C202000
3.627,14.8535728,14.8486614,3.77360916,3.78062367,8.62879467,16#0C202000
3.628,14.8573227,14.8528347,3.72568846,3.72286963,8.50061512,16#0C202000
3.629,14.8610249,14.8552361,3.6777308,3.69681144,8.4658308,16#0C202000
3.63,14.8646784,14.8598032,3.62973714,3.68297362,8.33538342,16#0C202000
3.631,14.8682842,14.8631105,3.58170748,3.66224217,8.23325253,16#0C202000
3.632,14.8718414,14.867835,3.53364229,3.64196396,8.04928303,16#0C202000
3.633,14.875351,14.8709841,3.48554254,3.64869952,7.92166233,16#0C202000
3.634,14.8788128,14.8737011,3.43740821,3.68699312,7.84996891,16#0C202000
3.635,14.882226,14.877284,3.38924003,3.71615219,7.74823475,16#0C202000
3.636,14.8855906,14.8802757,3.34103823,3.68531489,7.66624355,16#0C202000
3.637,14.8889074,14.8837795,3.29280376,3.58408666,7.55803204,16#0C202000
3.638,14.8921766,14.8864965,3.24453664,3.44276857,7.48462009,16#0C202000
3.639,14.8953972,14.8902369,3.19623733,3.30150843,7.35924244,16#0C202000
3.64,14.8985691,14.8939762,3.14790678,3.19680429,7.20236492,16#0C202000
3.641,14.9016924,14.8963785,3.099545,3.15595198,7.1134901,16#0C202000
3.642,14.904768,14.8996067,3.05115247,3.17304587,7.00370979,16#0C202000
3.643,14.907795,14.9027958,3.00273013,3.20607948,6.88194847,16#0C202000
3.644,14.9107733,14.9052753,2.95427799,3.21525431,6.79742241,16#0C202000
3.645,14.913703,14.9088192,2.90579677,3.18604755,6.65945721,16#0C202000
3.646,14.916585,14.9118109,2.85728669,3.12781763,6.52573299,16#0C202000
3.647,14.9194174,14.9146852,2.80874872,3.0666101,6.39861298,16#0C202000
3.648,14.9222021,14.9176378,2.76018286,3.02303886,6.26658821,16#0C202000
3.649,14.9249382,14.9200392,2.71158957,2.99542284,6.16507053,16#0C202000
3.65,14.9276257,14.9224415,2.66296983,2.96387196,6.07688618,16#0C202000
3.651,14.9302635,14.925355,2.61432362,2.90599513,5.95890617,16#0C202000
3.652,14.9328537,14.9274416,2.56565166,2.8165338,5.87638283,16#0C202000
3.653,14.9353952,14.9301968,2.51695442,2.70980978,5.76573658,16#0C202000
3.654,14.9378872,14.9324408,2.46823239,2.60520029,5.67044353,16#0C202000
3.655,14.9403315,14.9353542,2.41948581,2.52001905,5.53601551,16#0C202000
3.656,14.9427261,14.93752,2.37071538,2.46786928,5.42647362,16#0C202000
3.657,14.9450731,14.9398432,2.32192183,2.45012903,5.31683731,16#0C202000
3.658,14.9473705,14.9418898,2.27310514,2.44903398,5.22221088,16#0C202000
3.659,14.9496193,14.9442129,2.22426605,2.43781471,5.11427593,16#0C202000
3.66,14.9518185,14.9464178,2.17540503,2.40102696,5.00369167,16#0C202000
3.661,14.95397,14.948307,2.12652254,2.341609,4.9094429,16#0C202000
3.662,14.9560719,14.9502754,2.07761884,2.26918817,4.81564045,16#0C202000
3.663,14.9581251,14.9523621,2.02869487,2.19040442,4.71113205,16#0C202000
3.664,14.9601288,14.9544888,1.97975087,2.11363435,4.59490967,16#0C202000
3.665,14.9620848,14.9566145,1.93078732,2.05296397,4.46918201,16#0C202000
3.666,14.9639902,14.9582682,1.8818047,2.0188489,4.36613655,16#0C202000
3.667,14.965848,14.9599609,1.83280349,2.00460124,4.2696991,16#0C202000
3.668,14.9676561,14.9619684,1.78378415,1.988976,4.15278625,16#0C202000
3.669,14.9694157,14.9638195,1.73474729,1.95764911,4.03185844,16#0C202000
3.67,14.9711256,14.9651575,1.68569326,1.91303217,3.93941879,16#0C202000
3.671,14.9727869,14.9671259,1.63662267,1.86086345,3.81752968,16#0C202000
3.672,14.9743986,14.9688587,1.58753586,1.80506277,3.6919117,16#0C202000
3.673,14.9759617,14.9700394,1.53843343,1.75275362,3.59755516,16#0C202000
3.674,14.9774752,14.9715357,1.48931575,1.70500088,3.49606133,16#0C202000
3.675,14.97894,14.9731894,1.4401834,1.6531806,3.37709808,16#0C202000
3.676,14.9803562,14.97437,1.39103687,1.59427905,3.2767458,16#0C202000
3.677,14.9817228,14.9759054,1.34187651,1.53463078,3.15974808,16#0C202000
3.678,14.9830399,14.9771652,1.29270303,1.4802773,3.048666,16#0C202000
3.679,14.9843073,14.9784651,1.24351668,1.43387079,2.93484211,16#0C202000
3.68,14.985527,14.9795675,1.19431818,1.39420271,2.82944393,16#0C202000
3.681,14.9866962,14.9807091,1.14510775,1.35536706,2.72271442,16#0C202000
3.682,14.9878168,14.9819689,1.09588611,1.31143987,2.60422421,16#0C202000
3.683,14.9888878,14.982914,1.04665363,1.26236892,2.49688435,16#0C202000
3.684,14.9899101,14.9839373,0.997410834,1.21174669,2.38720989,16#0C202000
3.685,14.9908829,14.9848824,0.948158205,1.16078687,2.27818012,16#0C202000
3.686,14.991806,14.9858274,0.898896158,1.10890532,2.16622734,16#0C202000
3.687,14.9926805,14.9866934,0.849625289,1.05703795,2.05471134,16#0C202000
3.688,14.9935055,14.9874411,0.800346076,1.00670218,1.99044597,16#0C202000
3.689,14.9942818,14.9882288,0.751058877,0.957534015,1.97024691,16#0C202000
3.69,14.9950075,14.9889765,0.701764345,0.908156157,1.94959831,16#0C202000
3.691,14.9956846,14.989646,0.65246284,0.85890168,1.92906511,16#0C202000
3.692,14.9963121,14.9903154,0.603154898,0.811559081,1.90799034,16#0C202000
3.693,14.996891,14.9909058,0.553840995,0.767261565,1.886989,16#0C202000
3.694,14.9974203,14.9916143,0.504521668,0.72649461,1.86397934,16#0C202000
3.695,14.9979,14.9921265,0.455197304,0.690369844,1.84165025,16#0C202000
3.696,14.9983311,14.9927559,0.405868471,0.659928381,1.8176558,16#0C202000
3.697,14.9987116,14.9933462,0.356535643,0.634984791,1.79259229,16#0C202000
3.698,14.9990435,14.9938974,0.307199299,0.615101457,1.76679921,16#0C202000
3.699,14.9993267,14.9945278,0.257859915,0.600180387,1.73901522,16#0C202000
3.7,14.9995594,14.9949999,0.208517984,0.589661598,1.71141088,16#0C202000
3.701,14.9997435,14.9955912,0.159173995,0.581828475,1.68180871,16#0C202000
3.702,14.9998779,14.9961023,0.109828442,0.574267566,1.65142918,16#0C202000
3.703,14.9999628,14.9966536,0.060481798,0.565609992,1.61946607,16#0C202000
3.704,14.999999,14.9970865,0.01113456,0.555731475,1.58741152,16#0C202000
3.705,14.9999847,14.9975986,-0.038214259,0.544141769,1.55364621,16#0C202000
3.706,14.9999228,14.9980707,-0.087561227,0.530115187,1.51876915,16#0C202000
3.707,14.9998102,14.9985828,-0.136907339,0.514521301,1.48208654,16#0C202000
3.708,14.9996481,14.9990158,-0.186252087,0.499846399,1.44467342,16#0C202000
3.709,14.9994373,14.9994488,-0.235595003,0.487776697,1.40629661,16#0C202000
3.71,14.999177,14.9998426,-0.284935594,0.477417558,1.36687076,16#0C202000
3.711,14.998868,15.0002365,-0.334273368,0.466156185,1.32629669,16#0C202000
3.712,14.9985085,15.0006304,-0.383607864,0.451943904,1.28435147,16#0C202000
3.713,14.9981003,15.0010242,-0.432938546,0.434902877,1.24092937,16#0C202000
3.714,14.9976425,15.0014172,-0.482264966,0.417285204,1.19596374,16#0C202000
3.715,14.9971361,15.0016146,-0.531586647,0.401143849,1.15179193,16#0C202000
3.716,14.9965801,15.0020866,-0.580903053,0.385885179,1.10394979,16#0C202000
3.717,14.9959745,15.0024014,-0.630213737,0.370553285,1.05525398,16#0C202000
3.718,14.9953194,15.0025988,-0.679518223,0.356379747,1.00674129,16#0C202000
3.719,14.9946156,15.0029135,-0.728815973,0.343305647,0.956131577,16#0C202000
3.72,14.9938622,15.0031891,-0.778106511,0.328774005,0.904068768,16#0C202000
3.721,14.9930592,15.0033464,-0.827389419,0.311569214,0.851858735,16#0C202000
3.722,14.9922066,15.0036221,-0.876664102,0.292155772,0.797330618,16#0C202000
3.723,14.9913054,15.0038195,-0.925930202,0.271381438,0.741697252,16#0C202000
3.724,14.9903555,15.004055,-0.975187123,0.251276553,0.684194326,16#0C202000
3.725,14.9893551,15.0042124,-1.02443445,0.234268636,0.625790715,16#0C202000
3.726,14.988306,15.0043707,-1.07367158,0.220888734,0.566067934,16#0C202000
3.727,14.9872084,15.0044489,-1.12289822,0.208950564,0.50578016,16#0C202000
3.728,14.9860601,15.004528,-1.17211378,0.194604397,0.444325596,16#0C202000
3.729,14.9848642,15.0047245,-1.22131765,0.175222114,0.379989713,16#0C202000
3.73,14.9836178,15.0047245,-1.2705096,0.152218789,0.315612495,16#0C202000
3.731,14.9823227,15.0048428,-1.31968892,0.12947914,0.248927355,16#0C202000
3.732,14.980979,15.0048037,-1.36885524,0.109173656,0.182049558,16#0C202000
3.733,14.9795856,15.0049219,-1.41800809,0.090960607,0.112283483,16#0C202040
3.734,14.9781427,15.0048428,-1.46714687,0.073979199,0.042471554,16#0C202040
3.735,14.9766512,15.0049219,-1.51627123,0.057782121,-0.044398692,16#0C202040
3.736,14.9751101,15.0049219,-1.56538057,0.042534117,-0.153468713,16#0C202040
3.737,14.9735203,15.0048819,-1.61447453,0.029196743,-0.264301121,16#0C202040
3.738,14.9718809,15.0048037,-1.66355252,0.017837228,-0.376740664,16#0C202040
3.739,14.9701929,15.0048819,-1.71261418,0.006837351,-0.494179934,16#0C202040
3.74,14.9684563,15.0047245,-1.76165879,-0.004530394,-0.611460507,16#0C202040
3.741,14.96667,15.0048037,-1.81068611,-0.015304224,-0.734258294,16#0C202040
3.742,14.9648352,15.0047636,-1.85969555,-0.024000773,-0.859289944,16#0C202040
3.743,14.9629507,15.0047636,-1.90868664,-0.028655184,-0.987655818,16#0C202040
3.744,14.9610176,15.0046463,-1.95765877,-0.02860293,-1.11713088,16#0C202040
3.745,14.9590349,15.0044098,-2.00661182,-0.027711032,-1.24648988,16#0C202040
3.746,14.9570045,15.0042124,-2.05554485,-0.034316052,-1.37786293,16#0C202040
3.747,14.9549246,15.0038195,-2.10445762,-0.05680136,-1.50823903,16#0C202040
3.748,14.952795,15.0035439,-2.15334964,-0.098804101,-1.64157891,16#0C202040
3.749,14.9506178,15.0029526,-2.20222044,-0.158180967,-1.7722441,16#0C202000
3.75,14.948391,15.0023623,-2.25106955,-0.230426058,-1.90286064,16#0C202000
3.751,14.9461155,15.0014572,-2.29989648,-0.313606709,-2.15878201,16#0C202000
3.752,14.9437914,15.0008268,-2.34870052,-0.408538818,-2.86768246,16#0C202000
3.753,14.9414186,15.0001574,-2.39748144,-0.511579037,-3.59158897,16#0C202000
3.754,14.9389963,14.9995279,-2.44623876,-0.608923495,-4.33500671,16#0C202000
3.755,14.9365263,14.9986219,-2.49497199,-0.683594406,-5.06938362,16#0C202000
3.756,14.9340067,14.9974413,-2.54368043,-0.731097162,-5.77947617,16#0C202000
3.757,14.9314384,14.9962206,-2.59236383,-0.7671417,-6.47960472,16#0C202000
3.758,14.9288216,14.9946852,-2.64102173,-0.81852603,-7.15059948,16#0C202000
3.759,14.926157,14.9929533,-2.68965364,-0.907797933,-7.79324627,16#0C202000
3.76,14.9234428,14.9908667,-2.73825884,-1.04625416,-8.39245129,16#0C202000
3.761,14.92068,14.9886618,-2.7868371,-1.23456657,-8.9626627,16#0C202000
3.762,14.9178686,14.9861813,-2.83538771,-1.46409607,-9.49609852,16#0C202000
3.763,14.9150095,14.9833069,-2.88391042,-1.71993756,-9.9766016,16#0C202000
3.764,14.9121017,14.98067,-2.93240476,-1.98611498,-10.4567232,16#0C202000
3.765,14.9091444,14.9773235,-2.98087001,-2.24774694,-10.8725843,16#0C202000
3.766,14.9061394,14.9738188,-3.02930593,-2.49509859,-11.2426577,16#0C202000
3.767,14.9030867,14.971221,-3.07771206,-2.72510052,-11.6806536,16#0C202000
3.768,14.8999844,14.9675989,-3.12608767,-2.92834115,-12.0603914,16#0C202000
3.769,14.8968344,14.9638977,-3.17443228,-3.08992934,-12.4050627,16#0C202000
3.77,14.8936357,14.9592524,-3.2227459,-3.21773767,-12.6426077,16#0C202000
3.771,14.8903885,14.9557877,-3.27102757,-3.3481214,-12.9406118,16#0C202000
3.772,14.8870935,14.9518509,-3.31927681,-3.50695372,-13.2289972,16#0C202000
3.773,14.88375,14.9481106,-3.36749339,-3.67871189,-13.5350771,16#0C202000
3.774,14.8803587,14.9435825,-3.41567683,-3.82716298,-13.7776079,16#0C202000
